Borough,Block,Lot,"Tax Class Code","Building Class","Community Board","Council District",number,name,zip,"Water Debt Only","Sold in Regular / Subsequent Sale","Trust Destination"
Borough,Block,Lot,"TaxClassCode","BuildingClass","CommunityBoard","CouncilDistrict",House Number,Street Name,Zip Code,"WaterDebtOnly","Sold in Regular/ SubsequentSale","TrustDestination"
3,4586,925,4,V1,305,,633,SCHROEDERS AVENUE,11239,NO,Regular,1998-2
3,4600,47,2,S9,317,41,1091,RUTLAND ROAD,11212,NO,Subsequent,2016-A
3,4602,38,1,B1,309,41,146,EAST 49 STREET,11203,YES,Regular,2016-A
3,4603,60,1,B1,309,41,127,EAST 49 STREET,11203,NO,Subsequent,2016-A
3,4604,36,1,B1,317,41,132,EAST 51 STREET,11203,YES,Regular,2016-A
3,4611,1,2,S9,317,41,964,RUTLAND ROAD,11212,NO,Subsequent,2016-A
3,4615,26,2,C3,317,41,130,ROCKAWAY PARKWAY,11212,NO,Subsequent,2016-A
3,4624,23,1,B1,317,41,32,EAST 55 STREET,11203,NO,Subsequent,2016-A
3,4626,39,1,B1,317,41,289,REMSEN AVENUE,11212,NO,Regular,2016-A
3,4627,15,1,C0,317,41,234,EAST 92 STREET,11212,NO,Regular,2016-A
3,4629,11,4,P9,317,41,196,EAST 94 STREET,11212,NO,Subsequent,1998-2
3,4634,1,1,B1,317,41,703,SCHENECTADY AVENUE,11203,YES,Regular,2016-A
3,4637,10,2,S9,317,41,850,CLARKSON AVENUE,11203,YES,Regular,2016-A
3,4640,12,1,C0,317,41,112,EAST 54 STREET,11203,NO,Subsequent,2016-A
3,4645,47,4,K1,317,41,967,LENOX ROAD,11212,NO,Subsequent,2016-A
3,4645,60,1,B1,317,41,355,REMSEN AVENUE,11212,YES,Subsequent,2016-A
3,4646,13,2,C3,317,41,300,EAST 92 STREET,11212,NO,Subsequent,2016-A
3,4647,69,2,C3,317,41,309,EAST 92 STREET,11212,NO,Regular,2016-A
3,4650,10,2,C3,317,41,1120,CLARKSON AVENUE,11212,NO,Subsequent,2016-A
3,4651,57,1,C0,317,41,303,EAST 96 STREET,11212,NO,Subsequent,2016-A
3,4656,18,4,G7,317,41,298,EAST 51 STREET,11203,NO,Subsequent,2016-A
3,4657,48,1,B1,317,41,289,EAST 51 STREET,11203,YES,Subsequent,2016-A
3,4669,12,2,C3,317,41,421,EAST 94 STREET,11212,NO,Regular,2016-A
3,4674,28,1,C0,317,41,390,EAST 49 STREET,11203,YES,Regular,2016-A
3,4675,12,4,Z9,317,41,812,UTICA AVENUE,11203,NO,Subsequent,2016-A
3,4675,26,4,K2,317,41,846,UTICA AVENUE,11203,NO,Subsequent,2016-A
3,4675,45,2,C1,317,41,397,EAST 49 STREET,11203,NO,Regular,2016-A
3,4676,8,2,C2,317,41,340,EAST 51 STREET,11203,NO,Regular,1998-2
3,4677,52,1,B3,317,41,367,EAST 51 STREET,11203,NO,Regular,2016-A
3,4678,12,1,V0,317,41,258,EAST 53 STREET,11203,NO,Subsequent,2016-A
3,4678,44,4,O7,317,41,5207,CHURCH AVENUE,11203,NO,Subsequent,2016-A
3,4678,46,4,O7,317,41,5203,CHURCH AVENUE,11203,NO,Subsequent,2016-A
3,4679,11,2,C3,317,41,214,EAST 54 STREET,11203,NO,Regular,2016-A
3,4682,51,4,O7,317,41,5601,CHURCH AVENUE,11203,NO,Subsequent,2016-A
3,4684,2,1,A5,317,41,51,EAST 58 STREET,11203,NO,Regular,2016-A
3,4688,22,1,A1,317,42,1022,LINDEN BOULEVARD,11212,NO,Subsequent,2016-A
3,4689,66,1,B1,317,42,486,EAST 93 STREET,11212,YES,Regular,2016-A
3,4691,30,2,C3,317,42,486,EAST 95 STREET,11212,YES,Regular,2016-A
3,4691,43,4,K4,317,42,9401,CHURCH AVENUE,11212,NO,Regular,1998-2
3,4694,78,2,S5,317,42,488,EAST 98 STREET,11212,NO,Subsequent,2016-A
3,4695,56,2,C2,317,45,903,SCHENECTADY AVENUE,11203,NO,Subsequent,2016-A
,,,,,,,,,,,,
Borough,Block,Lot,"TaxClassCode","BuildingClass","CommunityBoard","CouncilDistrict",House Number,Street Name,Zip Code,"WaterDebtOnly","Sold in Regular/ SubsequentSale","TrustDestination"
3,4702,57,2,C2,317,41,299,EAST 54 STREET,11203,NO,Subsequent,2016-A
3,4707,20,2,C2,317,45,107,EAST 59 STREET,11203,NO,Subsequent,2016-A
3,4710,36,4,Z9,317,45,8902,CHURCH AVENUE,11236,NO,Regular,2016-A
3,4710,38,4,Z9,317,45,8906,CHURCH AVENUE,11236,NO,Regular,2016-A
3,4710,40,4,Z9,317,45,8912,CHURCH AVENUE,11236,NO,Regular,2016-A
3,4711,1,1,B3,317,42,9023,AVENUE A,11236,NO,Subsequent,2016-A
3,4712,11,1,B3,317,42,605,EAST 91 STREET,11236,NO,Subsequent,2016-A
3,4717,32,1,C0,317,42,527,EAST 96 STREET,11212,YES,Regular,2016-A
3,4719,9,2,C1,317,45,4722,SNYDER AVENUE,11203,NO,Subsequent,2016-A
3,4721,11,4,G2,317,45,950,UTICA AVENUE,11203,NO,Subsequent,2016-A
3,4722,27,2,C2,317,45,518,EAST 51 STREET,11203,NO,Regular,2016-A
3,4733,42,1,B9,317,45,611,EAST 48 STREET,11203,NO,Subsequent,1998-2
3,4734,23,4,M1,317,45,1060,UTICA AVENUE,11203,NO,Subsequent,1998-2
3,4747,148,1,B3,317,45,120,EAST 88 STREET,11236,YES,Regular,2016-A
3,4755,68,2,C2,317,42,642,EAST 96 STREET,11236,NO,Regular,2016-A
3,4762,44,1,A5,317,45,671,EAST 51 STREET,11203,NO,Regular,2016-A
3,4767,56,1,B3,317,45,447,EAST 56 STREET,11203,NO,Regular,2016-A
3,4773,22,1,B3,317,45,646,EAST 53 STREET,11203,YES,Regular,2016-A
3,4776,60,1,B1,317,45,603,EAST 55 STREET,11203,YES,Regular,2016-A
3,4785,32,4,F9,317,45,934,EAST 51 STREET,11203,NO,Subsequent,2016-A
3,4786,82,4,K1,317,45,1440,UTICA AVENUE,11203,NO,Subsequent,2016-A
3,4802,7,1,B1,309,40,410,MIDWOOD STREET,11225,NO,Subsequent,2016-A
3,4802,31,4,K4,309,40,461,RUTLAND ROAD,11203,NO,Regular,2016-A
3,4814,51,1,A5,309,40,385,HAWTHORNE STREET,11225,NO,Subsequent,2016-A
3,4818,19,1,C0,309,41,712,FENIMORE STREET,11203,NO,Regular,2016-A
3,4826,26,1,A5,309,41,588,SCHENECTADY AVENUE,11203,NO,Subsequent,2016-A
3,4857,36,1,B2,317,41,134,EAST 37 STREET,11203,YES,Regular,2016-A
3,4863,12,2,C3,317,41,64,EAST 43 STREET,11203,YES,Regular,2016-A
3,4864,15,1,B1,317,41,776,TROY AVENUE,11203,YES,Subsequent,2016-A
3,4864,24,1,B2,317,41,794,TROY AVENUE,11203,NO,Regular,2016-A
3,4865,35,1,B1,317,41,603,LINDEN BOULEVARD,11203,YES,Regular,2016-A
3,4871,31,2,C7,317,40,3423,CHURCH AVENUE,11203,NO,Subsequent,2016-A
3,4871,38,1,S2,317,40,3405,CHURCH AVENUE,11203,NO,Regular,2016-A
3,4878,36,1,S2,317,41,4115,CHURCH AVENUE,11203,NO,Regular,2016-A
3,4880,34,2,S9,317,41,4321,CHURCH AVENUE,11203,NO,Regular,2016-A
3,4883,33,1,G0,317,41,870,SCHENECTADY AVENUE,11203,NO,Regular,2016-A
3,4884,59,1,S2,317,40,1483,NOSTRAND AVENUE,11226,NO,Subsequent,2016-A
3,4887,5,4,K4,317,45,3312,CHURCH AVENUE,11203,NO,Subsequent,2016-A
3,4888,19,1,A9,317,45,206,EAST 35 STREET,11203,NO,Regular,2016-A
3,4894,8,2,S4,317,45,4016,CHURCH AVENUE,11203,NO,Regular,2016-A
3,4896,7,4,K1,317,45,4212,CHURCH AVENUE,11203,NO,Regular,2016-A
,,,,,,,,,,,,
Borough,Block,Lot,"TaxClassCode","BuildingClass","CommunityBoard","CouncilDistrict",House Number,Street Name,Zip Code,"WaterDebtOnly","Sold in Regular/ SubsequentSale","TrustDestination"
3,4902,10,1,B1,317,45,3124,SNYDER AVENUE,11226,NO,Regular,2016-A
3,4903,15,2,C2,317,45,1018,NEW YORK AVENUE,11203,NO,Regular,2016-A
3,4903,17,2,C2,317,45,1022,NEW YORK AVENUE,11203,NO,Regular,2016-A
3,4903,49,1,A1,317,45,145,EAST 32 STREET,11226,NO,Subsequent,2016-A
3,4906,58,4,G7,317,45,275,EAST 35 STREET,11203,NO,Subsequent,2016-A
3,4913,20,1,A1,317,45,516,EAST 46 STREET,11203,NO,Subsequent,2016-A
3,4919,46,1,B2,317,45,435,EAST 34 STREET,11203,NO,Subsequent,2016-A
3,4935,9,1,B9,317,45,1164,BROOKLYN AVENUE,11203,YES,Regular,2016-A
3,4947,27,1,C0,317,45,350,EAST 31 STREET,11226,NO,Regular,2016-A
3,4949,19,1,C0,317,45,1242,NEW YORK AVENUE,11203,NO,Regular,2016-A
3,4949,23,1,C0,317,45,1246,NEW YORK AVENUE,11203,NO,Subsequent,2016-A
3,4950,15,1,B2,317,45,556,EAST 34 STREET,11203,NO,Subsequent,2016-A
3,4953,73,1,B1,317,45,1245,BROOKLYN AVENUE,11203,YES,Subsequent,2016-A
3,4954,31,1,B3,317,45,540,EAST 38 STREET,11203,YES,Regular,2016-A
3,4961,32,1,B2,317,45,766,EAST 45 STREET,11203,YES,Regular,2016-A
3,4962,44,1,S2,317,45,4515,AVENUE D,11203,NO,Subsequent,2016-A
3,4963,69,1,B3,317,45,731,EAST 46 STREET,11203,NO,Subsequent,2016-A
3,4977,28,1,B3,317,45,1314,TROY AVENUE,11203,YES,Regular,2016-A
3,4980,51,1,B3,317,45,871,EAST 46 STREET,11203,YES,Regular,2016-A
3,4989,81,2,S3,317,45,4215,FARRAGUT ROAD,11203,NO,Subsequent,2016-A
3,4991,105,1,B1,317,45,4412,FOSTER AVENUE,11203,YES,Subsequent,2016-A
3,4993,14,1,A9,317,45,1374,SCHENECTADY AVENUE,11203,NO,Subsequent,2016-A
3,4996,11,1,B3,317,45,569,EAST 32 STREET,11210,YES,Regular,2016-A
3,5000,43,1,B3,317,45,786,EAST 37 STREET,11210,YES,Regular,2016-A
3,5005,39,1,S2,317,45,2029,NOSTRAND AVENUE,11210,YES,Regular,2016-A
3,5006,46,1,B3,317,45,3124,FARRAGUT ROAD,11210,YES,Regular,2016-A
3,5030,29,1,B3,309,40,330,LINCOLN ROAD,11225,YES,Regular,2016-A
3,5036,3,1,C0,309,40,517,ROGERS AVENUE,11225,YES,Regular,2016-A
3,5036,44,1,S2,309,40,1142,NOSTRAND AVENUE,11225,NO,Regular,2016-A
3,5043,49,1,S2,309,40,560,ROGERS AVENUE,11225,NO,Subsequent,1998-2
3,5044,46,1,S2,309,40,1194,NOSTRAND AVENUE,11225,YES,Regular,2016-A
3,5044,68,2,D1,309,40,245,HAWTHORNE STREET,11225,YES,Regular,2016-A
3,5045,3,1,S2,309,40,679,FLATBUSH AVENUE,11225,NO,Subsequent,2016-A
3,5050,1,1,S0,309,40,629,ROGERS AVENUE,11225,YES,Regular,2016-A
3,5056,55,2,S5,309,40,652,ROGERS AVENUE,11226,YES,Subsequent,2016-A
3,5079,45,1,S1,314,40,27,EAST 18 STREET,11226,YES,Subsequent,2016-A
3,5082,17,4,K4,314,40,828,FLATBUSH AVENUE,11226,NO,Regular,2016-A
3,5084,56,2,S5,317,40,728,ROGERS AVENUE,11226,NO,Regular,2016-A
3,5085,68,2,S9,317,40,247,LINDEN BOULEVARD,11226,NO,Subsequent,2016-A
3,5087,57,1,S1,317,40,784,ROGERS AVENUE,11226,NO,Subsequent,2016-A
3,5087,59,1,S2,317,40,788,ROGERS AVENUE,11226,YES,Regular,2016-A
,,,,,,,,,,,,
Borough,Block,Lot,"TaxClassCode","BuildingClass","CommunityBoard","CouncilDistrict",House Number,Street Name,Zip Code,"WaterDebtOnly","Sold in Regular/ SubsequentSale","TrustDestination"
3,5089,64,4,K4,314,40,2239,CHURCH AVENUE,11226,NO,Regular,2016-A
3,5091,44,2,S9,317,40,1424,NOSTRAND AVENUE,11226,NO,Regular,2016-A
3,5091,58,4,K4,317,40,2833,CHURCH AVENUE,11226,NO,Regular,2016-A
3,5104,100,4,O9,317,40,836,ROGERS AVENUE,11226,NO,Subsequent,2016-A
3,5108,44,1,S2,317,40,1512,NOSTRAND AVENUE,11226,NO,Subsequent,2016-A
3,5108,58,1,B9,317,40,2819,SNYDER AVENUE,11226,YES,Subsequent,2016-A
3,5115,4,1,A1,314,40,1112,ALBEMARLE ROAD,11218,NO,Subsequent,2016-A
3,5127,75,1,C0,317,40,2321,BEDFORD AVENUE,11226,YES,Regular,2016-A
3,5127,85,1,C0,317,40,2297,BEDFORD AVENUE,11226,NO,Regular,2016-A
3,5130,23,1,B3,317,40,2813,TILDEN AVENUE,11226,NO,Regular,2016-A
3,5137,6,4,O1,317,40,974,ROGERS AVENUE,11226,NO,Regular,2016-A
3,5141,4,1,S2,314,40,1010,BEVERLEY ROAD,11218,YES,Subsequent,2016-A
3,5165,8,4,O7,314,40,2146,BEVERLEY ROAD,11226,NO,Subsequent,2016-A
3,5171,57,1,C0,317,45,1079,ROGERS AVENUE,11226,YES,Regular,2016-A
3,5171,59,1,S2,317,45,1073,ROGERS AVENUE,11226,NO,Regular,2016-A
3,5173,25,1,S2,317,45,1714,NOSTRAND AVENUE,11226,NO,Subsequent,2016-A
3,5173,35,2,C7,317,45,1742,NOSTRAND AVENUE,11226,YES,Regular,2016-A
3,5188,1,2,S9,314,45,1217,FLATBUSH AVENUE,11226,NO,Subsequent,2016-A
3,5188,4,2,S4,314,45,1211,FLATBUSH AVENUE,11226,NO,Regular,2016-A
3,5191,21,1,A5,317,45,336,EAST 26 STREET,11226,NO,Subsequent,2016-A
3,5192,43,2,C3,317,45,2617,AVENUE D,11226,NO,Subsequent,2016-A
3,5192,79,1,B1,317,45,323,EAST 26 STREET,11226,YES,Regular,2016-A
3,5193,1,2,S9,317,45,2710,CLARENDON ROAD,11226,NO,Subsequent,2016-A
3,5193,30,1,B2,317,45,358,EAST 28 STREET,11226,NO,Subsequent,2016-A
3,5194,51,2,C2,317,45,375,EAST 28 STREET,11226,NO,Subsequent,2016-A
3,5195,19,2,S3,317,45,1778,NOSTRAND AVENUE,11226,NO,Subsequent,2016-A
3,5198,5,1,B3,314,40,1220,DITMAS AVENUE,11218,YES,Regular,2016-A
3,5205,28,1,A3,314,40,1000,OCEAN AVENUE,11226,NO,Subsequent,2016-A
3,5210,34,4,K4,314,45,1231,FLATBUSH AVENUE,11226,NO,Subsequent,2016-A
3,5211,73,2,S4,317,45,1321,FLATBUSH AVENUE,11226,NO,Subsequent,2016-A
3,5213,13,4,G2,317,45,1204,ROGERS AVENUE,11226,YES,Subsequent,2016-A
3,5213,19,2,C1,317,45,2621,NEWKIRK AVENUE,11226,NO,Subsequent,2016-A
3,5219,4,2,C1,314,40,1908,NEWKIRK AVENUE,11226,NO,Subsequent,2016-A
3,5229,23,4,M1,314,45,1335,ROGERS AVENUE,11210,NO,Subsequent,2016-A
3,5231,54,1,S2,314,45,1992,NOSTRAND AVENUE,11210,YES,Regular,2016-A
3,5237,85,1,A1,314,45,7,IRVINGTON PLACE,11230,NO,Regular,2016-A
3,5249,45,2,S9,314,45,1432,FLATBUSH AVENUE,11210,NO,Regular,2016-A
3,5261,17,1,B1,307,39,95,SEELEY STREET,11218,NO,Regular,2016-A
3,5264,5,1,C0,307,39,109,MC DONALD AVENUE,11218,YES,Regular,2016-A
3,5277,13,4,P2,307,39,1265,PROSPECT AVENUE,11218,NO,Regular,2016-A
3,5287,1004,4,RP,307,39,207,PROSPECT PARK SW,11218,NO,Subsequent,1998-2
,,,,,,,,,,,,
Borough,Block,Lot,"TaxClassCode","BuildingClass","CommunityBoard","CouncilDistrict",House Number,Street Name,Zip Code,"WaterDebtOnly","Sold in Regular/ SubsequentSale","TrustDestination"
3,5523,64,4,G1,311,44,1531,62 STREET,11219,NO,Subsequent,2016-A
3,5524,42,4,E1,311,44,6100,17 AVENUE,11204,NO,Subsequent,1998-2
3,5528,5,1,S1,311,47,6113,20 AVENUE,11204,YES,Subsequent,2016-A
3,5530,25,4,P6,311,38,1546,62 STREET,11219,NO,Subsequent,1998-2
3,5555,46,1,A9,311,47,1967,66 STREET,11204,NO,Regular,2016-A
3,5585,22,1,C0,312,39,1130,39 STREET,11218,NO,Regular,2016-A
3,5586,43,2,D3,312,38,959,41 STREET,11219,NO,Subsequent,2016-A
3,5590,59,2,C2,312,38,953,42 STREET,11219,NO,Subsequent,2016-A
3,5598,2101,2,R1,312,39,1230,42 STREET,11219,NO,Subsequent,2016-A
3,5610,46,1,B9,312,39,1257,45 STREET,11219,YES,Regular,2016-A
3,5612,40,4,W2,312,44,4420,15 AVENUE,11219,NO,Subsequent,1998-2
3,5622,52,2,S5,312,44,1251,47 STREET,11219,NO,Subsequent,1998-2
3,5624,51,1,C0,312,44,1469,47 STREET,11219,NO,Regular,2016-A
3,5634,1001,4,RB,312,44,1225,49 STREET,11219,NO,Subsequent,1998-2
3,5634,1002,4,RB,312,44,1225,49 STREET,11219,NO,Subsequent,1998-2
3,5634,1006,2,R4,312,44,1225,49 STREET,11219,NO,Regular,2016-A
3,5636,66,4,W2,312,44,1429,49 STREET,11219,NO,Regular,2016-A
3,5639,41,1,B1,312,44,1062,49 STREET,11219,NO,Regular,2016-A
3,5641,29,1,S2,312,44,1254,49 STREET,11219,YES,Regular,2016-A
3,5642,33,4,W9,312,44,1362,49 STREET,11219,NO,Regular,2016-A
3,5642,35,4,G7,312,44,4904,14 AVENUE,11219,NO,Regular,2016-A
3,5643,1,1,S2,312,44,4921,14 AVENUE,11219,NO,Regular,2016-A
3,5650,14,4,M1,312,44,1420,50 STREET,11219,NO,Regular,2016-A
3,5654,4,1,B1,312,44,5119,11 AVENUE,11219,YES,Regular,2016-A
3,5657,11,1,V0,312,44,1414,51 STREET,11219,NO,Regular,2016-A
3,5668,29,1,C0,312,44,1162,53 STREET,11219,NO,Subsequent,1998-2
3,5678,66,4,M3,312,44,1415,55 STREET,11219,NO,Subsequent,1998-2
3,5688,13,2,C2,312,44,1024,56 STREET,11219,NO,Regular,1998-2
3,5690,37,2,S9,312,44,5602,13 AVENUE,11219,NO,Regular,2016-A
3,5692,23,1,C0,312,44,1452,56 STREET,11219,YES,Regular,2016-A
3,5697,5,1,S1,312,44,5713,12 AVENUE,11219,NO,Subsequent,2016-A
3,5697,68,1,B1,312,44,1221,58 STREET,11219,YES,Regular,2016-A
3,5705,1602,1,R3,312,44,1328,58 STREET,11219,NO,Subsequent,2016-A
3,5709,73,1,C0,312,38,1011,60 STREET,11219,NO,Regular,2016-A
3,5716,14,4,G7,312,38,1020,60 STREET,11219,NO,Regular,2016-A
3,5716,29,2,C2,312,38,1060,60 STREET,11219,YES,Regular,2016-A
3,5722,78,1,S2,310,38,973,62 STREET,11219,NO,Subsequent,2016-A
3,5734,4,4,K2,311,38,6215,14 AVENUE,11219,NO,Subsequent,2016-A
3,5741,30,4,E9,311,38,1425,64 STREET,11219,NO,Regular,2016-A
3,5747,68,4,E9,310,38,1329,65 STREET,11219,NO,Subsequent,2016-A
3,5755,58,1,B2,311,38,1421,66 STREET,11219,NO,Subsequent,2016-A
,,,,,,,,,,,,
Borough,Block,Lot,"TaxClassCode","BuildingClass","CommunityBoard","CouncilDistrict",House Number,Street Name,Zip Code,"WaterDebtOnly","Sold in Regular/ SubsequentSale","TrustDestination"
3,5768,12,1,S2,310,43,6703,13 AVENUE,11219,YES,Regular,2016-A
3,5769,1104,4,RP,311,43,1476,67 STREET,11219,NO,Regular,1998-2
3,5776,1,2,S9,311,43,6817,14 AVENUE,11219,NO,Subsequent,2016-A
3,5781,19,1,C0,307,38,330,60 STREET,11220,NO,Subsequent,2016-A
3,5789,47,2,C2,307,38,273,62 STREET,11220,NO,Regular,2016-A
3,5849,29,2,C2,310,43,258,67 STREET,11220,NO,Regular,2016-A
3,5853,1002,2,R1,310,43,231,68 STREET,11220,NO,Regular,2016-A
3,5862,4,2,C1,310,43,6823,RIDGE BOULEVARD,11220,NO,Subsequent,2016-A
3,5865,6,2,D7,310,43,6809,5 AVENUE,11220,NO,Subsequent,2016-A
3,5866,5,2,C2,310,43,6813,6 AVENUE,11220,NO,Subsequent,2016-A
3,5871,53,2,S4,310,43,6920,3 AVENUE,11209,NO,Subsequent,2016-A
3,5871,188,1,B1,310,43,30,BAY RIDGE PLACE,11209,NO,Regular,2016-A
3,5872,13,2,S4,310,43,6901,3 AVENUE,11209,NO,Subsequent,2016-A
3,5872,68,2,D1,310,43,345,OVINGTON AVENUE,11209,YES,Regular,2016-A
3,5874,49,1,G0,310,,6912B,6 AVENUE,11209,NO,Regular,2016-A
3,5902,9,1,S2,310,43,7103,FT HAMILTON PARKWAY,11228,YES,Regular,2016-A
3,5912,43,4,K4,310,43,7200,FT HAMILTON PARKWAY,11228,NO,Regular,2016-A
3,5928,39,2,S9,310,43,7404,3 AVENUE,11209,YES,Regular,2016-A
3,5975,13,1,A1,310,43,8,79 STREET,11209,NO,Subsequent,2016-A
3,5980,48,1,S2,310,43,7918,5 AVENUE,11209,YES,Regular,2016-A
3,5981,47,2,C1,310,43,575,80 STREET,11209,NO,Subsequent,2016-A
3,5983,9,4,G7,310,43,7901,7 AVENUE,11228,NO,Subsequent,2016-A
3,6044,49,2,C1,310,43,371,87 STREET,11209,NO,Regular,2016-A
3,6086,21,2,C2,310,43,334,91 STREET,11209,NO,Subsequent,2016-A
3,6115,29,1,B2,310,43,9447,RIDGE BOULEVARD,11209,YES,Subsequent,2016-A
3,6158,1003,2,R1,311,43,1513,70 STREET,11228,NO,Regular,2016-A
3,6163,22,2,C2,311,47,2038,BAY RIDGE AVENUE,11204,NO,Subsequent,2016-A
3,6178,42,1,C0,310,43,7112,14 AVENUE,11228,NO,Regular,2016-A
3,6197,21,1,B2,311,44,2140,72 STREET,11204,YES,Regular,2016-A
3,6218,55,1,B2,311,47,2047,BAY RIDGE PARKWAY,11204,YES,Regular,2016-A
3,6228,13,2,C2,311,47,1918,BAY RIDGE PARKWAY,11204,NO,Regular,2016-A
3,6233,18,1,B2,310,43,1330,76 STREET,11228,NO,Subsequent,2016-A
3,6236,67,2,C1,311,43,1684,76 STREET,11214,NO,Regular,2016-A
3,6244,30,1,C0,310,43,1364,77 STREET,11228,YES,Subsequent,2016-A
3,6258,7,1,S1,311,43,7807,15 AVENUE,11228,YES,Regular,2016-A
3,6259,16,2,C1,311,43,1624,78 STREET,11214,NO,Regular,2016-A
3,6261,6,2,C2,311,47,7811,18 AVENUE,11214,NO,Regular,2016-A
3,6267,55,1,A5,310,43,1257,80 STREET,11228,NO,Regular,2016-A
3,6280,3,4,K4,310,43,8017,13 AVENUE,11228,NO,Subsequent,2016-A
3,6280,4,4,K4,310,43,8015,13 AVENUE,11228,NO,Subsequent,2016-A
3,6337,48,2,C1,310,43,1171,86 STREET,11228,NO,Regular,2016-A
,,,,,,,,,,,,
Borough,Block,Lot,"TaxClassCode","BuildingClass","CommunityBoard","CouncilDistrict",House Number,Street Name,Zip Code,"WaterDebtOnly","Sold in Regular/ SubsequentSale","TrustDestination"
3,6382,57,2,C2,311,47,36,BAY 32 STREET,11214,NO,Subsequent,2016-A
3,6414,1007,2,R4,311,47,8686,BAY PARKWAY,11214,NO,Regular,2016-A
3,6495,1001,1,R3,314,40,772,EAST 8 STREET,11230,NO,Subsequent,2016-A
3,6501,31,2,C3,314,44,928,EAST 5 STREET,11230,YES,Regular,2016-A
3,6509,24,4,W2,312,45,946,EAST 7 STREET,11230,NO,Subsequent,1998-2
3,6531,24,4,O7,312,44,1390,CONEY ISLAND AVENUE,11230,NO,Subsequent,2016-A
3,6538,43,2,D1,312,44,225,AVENUE M,11230,NO,Subsequent,2016-A
3,6542,68,1,B1,312,44,1257,OCEAN PARKWAY,11230,YES,Regular,2016-A
3,6562,67,1,B2,311,44,2445,65 STREET,11204,NO,Regular,2016-A
3,6569,77,1,B1,312,44,1329,OCEAN PARKWAY,11230,NO,Regular,2016-A
3,6573,58,2,C3,312,44,1373,EAST 10 STREET,11230,NO,Subsequent,2016-A
3,6579,13,4,K4,311,44,2276,65 STREET,11204,YES,Regular,2016-A
3,6585,17,1,B2,312,44,1510,EAST 4 STREET,11230,YES,Subsequent,2016-A
3,6592,40,4,K4,312,44,1812,CONEY ISLAND AVENUE,11230,NO,Regular,2016-A
3,6592,41,4,K1,312,44,1814,CONEY ISLAND AVENUE,11230,NO,Subsequent,2016-A
3,6596,45,2,C3,311,44,121,AVENUE P,11204,YES,Regular,2016-A
3,6604,35,1,B3,311,44,1560,WEST 2 STREET,11204,YES,Regular,2016-A
3,6627,30,2,C2,311,44,1658,WEST 4 STREET,11223,NO,Subsequent,2016-A
3,6628,32,1,B3,311,44,1662,WEST 3 STREET,11223,NO,Subsequent,2016-A
3,6637,55,1,B3,315,44,505,QUENTIN ROAD,11223,YES,Regular,2016-A
3,6655,24,2,C3,311,44,1754,WEST 1 STREET,11223,NO,Subsequent,2016-A
3,6713,21,1,C0,314,44,1040,EAST 12 STREET,11230,YES,Subsequent,2016-A
3,6716,25,2,C2,314,44,1050,EAST 15 STREET,11230,NO,Subsequent,2016-A
3,6717,84,4,M1,314,44,1013,EAST 15 STREET,11230,NO,Subsequent,1998-2
3,6731,56,4,O7,314,44,1101,AVENUE M,11230,NO,Regular,2016-A
3,6731,77,2,S3,314,44,1583,CONEY ISLAND AVENUE,11230,YES,Subsequent,1998-2
3,6731,79,1,S1,314,44,1579,CONEY ISLAND AVENUE,11230,YES,Subsequent,2016-A
3,6731,82,1,S2,314,44,1573,CONEY ISLAND AVENUE,11230,YES,Subsequent,2016-A
3,6751,7,1,B2,314,48,1316,AVENUE N,11230,YES,Regular,2016-A
3,6752,1,2,S9,314,48,1402,AVENUE N,11230,NO,Subsequent,2016-A
3,6768,1014,4,RG,314,48,1689,EAST 21 STREET,11210,NO,Regular,2016-A
3,6777,33,4,K4,315,48,1413,KINGS HIGHWAY,11229,NO,Regular,2016-A
3,6780,59,4,K2,315,48,1702,KINGS HIGHWAY,11229,NO,Regular,2016-A
3,6781,35,1,C0,315,48,1676,EAST 19 STREET,11229,NO,Subsequent,2016-A
3,6817,43,1,B3,315,48,1892,EAST 12 STREET,11229,NO,Subsequent,2016-A
3,6858,164,1,S1,311,47,2335,86 STREET,11214,YES,Regular,2016-A
3,6861,32,2,C2,311,47,8625,23 AVENUE,11214,NO,Regular,2016-A
3,6865,14,2,C3,311,47,63,BAY 37 STREET,11214,YES,Regular,2016-A
3,6866,49,1,B2,311,47,8616,25 AVENUE,11214,YES,Regular,2016-A
3,6877,7,4,M1,311,47,2433,BATH AVENUE,11214,NO,Subsequent,1998-2
3,6899,43,2,C2,313,47,2666,BATH AVENUE,11214,YES,Regular,2016-A
,,,,,,,,,,,,
Borough,Block,Lot,"TaxClassCode","BuildingClass","CommunityBoard","CouncilDistrict",House Number,Street Name,Zip Code,"WaterDebtOnly","Sold in Regular/ SubsequentSale","TrustDestination"
3,6911,1001,4,RP,313,43,214,BAY 44 STREET,11214,NO,Regular,2016-A
3,6924,15,4,Z9,313,47,2538,WEST 17 STREET,11214,NO,Regular,2016-A
3,6949,32,1,B3,313,47,157,BAY 52 STREET,11214,NO,Regular,2016-A
3,6995,92,4,E9,313,47,2748,WEST 16 STREET,11224,NO,Subsequent,2016-A
3,6996,77,4,E1,313,47,2752,WEST 15 STREET,11224,NO,Subsequent,2016-A
3,6996,104,4,G2,313,47,1523,NEPTUNE AVENUE,11224,NO,Subsequent,2016-A
